storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
75b6d0d1-13f1-44c5-a3e3-37d59ee4a307,Divorce after a loss,Lorry and Manny were happily married for 10 years with 3 kids.,"Unfortunately,one year they lost their youngest son to a car accident.",The loss was very hard for Lorry and Manny couldn't comfort her.,As the years went by they continued to grow apart.,"After 7 years of the loss of their son,Lorry and Manny got a divorce."
ae20df67-bcdd-4c0f-bb0f-2f7594a8d3ab,Divorced roommates,Trish and Kenny were married for 9 years.,Right before their 10 year anniversary they filed for divorce.,Their divorce was amicable and they remained friends.,They lived in an expensive state and couldn't afford to live separate.,After their divorce they became roommates with their own bedrooms.
4fa04f0c-c467-4508-b3fd-2e13fc92eb3c,The New Hairdo,Kim had recently been divorced from her husband.,She felt like she needed a new big change in life.,She asked her hair stylist friend to give her a new do.,"After several minutes of cutting, her friend revealed the look.",Kim was thrilled with her new A-line bob.
152e459b-f68a-4925-b18f-b594dd0baed8,Ladies Man,"Growing up, Chris never had much luck with the ladies.","He was slightly awkward, and not very popular.","Despite that, deep down Chris was a really nice person.",It wasn't until college that beautiful girl named Aimee noticed this.,The two started dating and have been together ever since.
87a88c73-629f-4d46-9824-cf3b08bfce06,Mindy's Little Girl,Mindy had a little boy she loved.,When she got divorced her husband got custody of their son.,Mindy was very lonely.,She decided to have another baby.,She recently had a baby daughter that she loves.
d5cbe0f9-e4b9-4d79-8418-c53255656fa5,The perfect man,Cara fell in love with Warren at first sight.,Warren felt it too when he met Cara.,In fact they were both very excited by the prospect of dating.,"But when Warren drew a cigarette out his his pocket, she froze.",And Cara's dream man disappeared in a puff of smoke.
4082e282-af6a-43a0-aeb1-7469b9dfefe4,The Fair,The fair was in town and Martha had saved up money to go.,She went that night with her friend Kim.,Kim and Martha went into the gypsy tent to have their futures told.,The gypsy told Kim she would have a baby soon.,Kim was shocked because she was only fifteen and not dating.
9ada0836-dedd-4f4f-a018-cba8a9c81dbf,Twyla and Tula Twine,The Twine twins did not stay in contact after graduation.,"Twyla married a man she met the next year, and they started a family.","Tula became a drug queenpin, and had a price put on her head.","One day Twyla vanished, never to be heard from again.","Her family didn't notice, though, because Tula fit right in."
05db7221-042b-4ff6-bc86-a80f52eb1515,BF Bad Luck,My friend Freya never got married.,She always dated the wrong man.,Her latest boyfriend seemed a good catch and they lived together.,"In 2013, he caught him cheating on her and threw him out.",She has not had a boyfriend since.
f8b54d2f-088d-4f7f-8b7a-c54fe9ecda57,The Divorce,Mark and Olivia had been fighting a lot.,Mark decided he was ready for a divorce.,He filed the paperwork at the courthouse.,Olivia was crushed.,She thought they were going to get back together.
d9c75d84-c02d-4e5a-8fc9-b5d34a02ed6e,Cape Cod Wedding,My daughter's old college roommate got married recently.,My daughter drove from NYC to Cape Cod.,It took seven hours due to traffic.,The drive back took six hours.,"She was exhausted, as she is pregnant."
714b10b3-f90e-499e-a409-ddf0945db7f0,Getting Divorced,Tom and Jane were married a few years.,Their relationship became stale.,Neither felt much love for each other anymore.,They decided to divorce on good terms.,It was stressful but necessary.
666fa9a5-f901-49c6-9dec-9b1714091df6,Betrayal,Jack's girlfriend was heartbroken.,He had kissed her best friend!,She told them she didn't want to talk to either of them again.,Jack was so mad at himself.,He knew he'd made a huge mistake.
b7093c8e-6342-4dbf-ac86-50aa732b7f2b,The Stepmom,Rachel's dad remarried a horrible woman.,Rachel called her her evil stepmother.,She begged her dad to divorce her.,The dad was convinced his new wife was a great lady.,Rachel ran away from home to escape.
f875028d-639b-4d51-918f-d94f4dc088bb,A Wedding,Josh wanted to get married in his boyhood church.,He convinced his fiance to go ahead with the plans.,On the day of the wedding he had a great time.,He loved seeing his old pastor and his old church friends.,Josh had the wedding of his dreams.
df270447-2f73-4fec-a1fb-500bcf4337b2,Diet,Lindsey's best friend was getting married in a few months.,"Unsurprisingly, her friend asked her to be the maid of honor.","Of course Lindsey agreed, but she was worried about her weight.",She dieted and exercised religiously for months.,"The day of the wedding, she fit into her dress perfectly."
8375259f-c8f0-4967-83e2-b54c968cb82e,The dream.,Angel and her mom were sitting at the breakfast table talking.,Angel told her mom she had a weird dream the night before.,Her mom asked her to tell her what the dream was about.,Angel told her mom the dream was about her getting married.,Angel's mom laughed and told her daughter it was just a dream.
9b435d71-8447-44c7-9bc8-334fe0e4c485,UUA,I have not gone to church since I had a stroke in 2011.,I decided to join an online church.,I joined the Unitarian-Universalist church.,We were married in a UU church.,I am happy to be a UU.
30fd5611-6062-4c8c-ace2-605de5c2b61c,The Ultimatum,Holly wanted her boyfriend to marry her.,She decided to give him an ultimatum.,She insisted that he propose soon or they break up.,She was so nervous to hear his response.,"Luckily, he chose to propose right then and there."
95583958-33c5-4e48-99d6-968c5ed8adc6,"Love, Again",Jim's wife died when he was fifty.,"Ten years later, he finally met another woman.",They started dating casually.,Soon they were both very seriously in love!,Jim was ecstatic when she accepted his marriage proposal.
965d0789-81cd-4a6a-aee9-0fac6b4eadf2,The Weather,Heather was getting married outside.,She was checking the weather obsessively.,She was so worried that it would rain!,The weather forecast looked clear.,Heather was so relieved!
8fffd150-9d64-4cd9-b498-f4f0c65ba2c2,The Phone Call,Joe heard his phone ringing.,It was his best friend calling him.,The friend had bad news.,He was getting a divorce.,Joe decided to invite his friend over to console him.
fb6c0583-8ede-4b90-b7e1-6f2463703e68,Wedding Plans,Mary and Evan were engaged to get married.,Mary wanted to get married on a beach in Hawaii.,They told their friends about their plans.,Most of their friends said that they couldn't make the trip to Hawaii.,Mary and Evan decided to get married at a church in town.
614b62dd-4325-4097-8d9a-a8df1542529a,Proposal after the break up,Rob and Chelsea were dating for 7 years.,"She wanted to get married but he did not,so they broke up.",Rob began missing her very much after 3 months of being apart.,He knew that the only way to get her back was to marry her.,So Rob bought a ring and proposed to Chelsea who happily said yes!
01ba4ff7-d3b8-4294-99ab-66545320d55e,Set a wedding date,Fred proposed to susie.,She said yes.,The two of them were very excited to get married.,But they couldn't decide on a date.,Finally they compromised for summertime.
f79ce3d5-a8c5-4982-9684-5646f821bf79,Fake FB Account,My friend Ann had a ten-year affair with a married man.,He broke if off after his wife found out.,His wife recently set up a FB account with her husband's name.,She wanted to see who friended her husband.,"Ann never friended the account, knowing it was a trap."
6dfcdf12-5c92-4e68-91d9-f4b70fb9b1ae,100 lb. weight loss,Rochelle was always a heavy girl every since she was a small child.,She was always happy and said she felt comfortable with her weight.,One day her husband said she was too fat and found her unattractive.,The next day she left her husband and started to diet and exercise.,Six months later Rochelle lost 100 lbs and filed for divorce.
88843140-1242-42b2-9fed-bdf32f49b5fd,Wedding,Lane and Lauren were getting married.,The wedding began with some romantic music.,"Then, the bridesmaids and groomsmen entered.","When the bride and groom entered, the audience cheered.",It was a happy and memorable day for everyone involved.
6e768aa3-cd9d-4fa8-b61a-18875ab89892,Not So Surprise Proposal,Stephanie and Xavier dated for five years.,She really wanted to get married soon.,Xavier surprised her and took her to a ring store.,She picked out the ring she liked.,Xavier proposed that night after buying the ring.
5f6379c7-6ca0-4320-a29f-1b16b89fb3cf,Murder by boyfriend,Stacy and Steve were in the 10th grade and dating.,They loved each other very much but Steve started to become obsessive.,Stacy recognized this was a problem and tried to break up with Steve.,But Steve refused to let her go and began stalking her.,"Unfortunately,Steve ended up murdering Stacy and is now in jail."
4a273531-6957-41f8-a5b5-05d3b5a2353e,The avocado farmer,Jonas enjoyed growing his own avocados in his backyard.,He owned many acres so he had the freedom to plan many.,Harvest season came around and he was eager to pick his fruit.,When he arrived at his land the whole lot was on fire.,Jonas was heartbroken and never planted a tree again.
37ca8ec2-de79-46a9-aa1f-6e8a8e169687,Bachelor Party,Tim was getting married.,His friends wanted to throw him a bachelor party.,His fiance was completely against it.,Tim did it behind her back anyway.,His fiancee dumped him before the wedding.
adf05c36-c322-48f6-94c0-373423363b2c,The Twenty-Year Ring,"When Charles and Elizabeth got married, they were very poor.",Charles could not afford to buy her an engagement ring.,"She was disappointed, but Charles worked hard and Elizabeth was happy.","On their 20th anniversary, Charles bought her an expensive ring.","Elizabeth was very surprised, but she loved him even without it."
cee5f5e3-0d9f-4581-b97a-8629f435a416,At first sight,Joel was the best man at Steven's wedding.,Joel had watched all of his friend get married over the years.,He had no intention of settling down.,He met a beautiful woman at the wedding who thought the same.,Joel married that same woman over a year later.
206c5cdc-560a-46ae-924f-778fff0cf43c,One night stand turns to marriage,Renee liked to do a lot of partying at clubs.,One day she met a man named Fred and was very attracted to him.,She ended up having a one night stand with him and slept over.,When she woke up she felt she never wanted to leave his side.,Fred felt the same and they got married that weekend.
cd0a0583-ddce-4525-9049-b60cb22b79b0,Paternity Test,Fred briefly dated a younger woman who was in her late thirties.,Fred quickly broke up with her and they lost contact.,"Several months later, Fred heard that she had given birth.",Fred was shocked to get legal papers that alleged he was the father.,Fred felt fortunate when he was cleared by a paternity test.
e141b893-b193-4791-8fc8-7dfea6e7d4f6,Travelling to China,Alissa's cousin went to visit China ten years ago.,While he was there he met a woman and married her.,Since then he feels very lonely in a different culture.,So he wrote Alissa and asked her to visit him.,An Alissa took her vacation time to travel to China during the summer.
e2586318-c5ea-4708-823b-99c5883f500e,Dream,Last night I dreamed about my old friends from church.,"I dreamed they had not gotten married, but had broken up.",I remember being sad.,Then I encouraged them to do mTurk.,It was an odd dream.
ee5d6424-e791-4fda-909c-df9e1f66c24a,Perfect Partner,I was looking for someone to date.,I tried everything.,From online dating sites to friends recommendations.,None of these options worked well.,Maybe I should be less picky.
53b8be96-2498-4587-a2ea-9baf34e84ebd,Too Short,Tim was a short guy.,He tried online dating.,Unfortunately a lot of girls underestimated his shortness.,One date straight up cancelled.,Tim was really hurt because he couldn't change things.
f95dd3d4-5032-451a-b1c8-b1c4fa3b0d8f,The Break Up,Tim and Tina had been dating for months.,Things were going well but Tim was moving.,They both knew they couldn't handle a long distance relationship.,Tim and Tina decided to end things on good terms.,They were able to remain friends.
752647a5-6327-4a4f-bd5c-bc24fea9aa24,Angela's New Phone,One day Angela's phone fell out of her purse and shattered.,She was heartbroken.,She got in her car and drove to the repair shop.,They could not repair her phone.,Angela ended up getting a new phone.
7f5aaf8b-1bcf-481a-941d-ef70b8d95b6d,Wedding vows,Jenny promised to love Marshall forever in her wedding vows.,"But after ten years, she couldn't anymore.",They were always fighting.,He was mean to her.,Her only solution was to ask for a divorce.
aa57f469-0f01-40fe-b137-8a131ddbdafb,Telling the Truth,My coworker Ann is recovering from the end of a relationship.,She had an affair with a married man for ten years.,After he broke it off he asked her to be discreet.,Instead Ann posted photos and texts on FB.,The man asked her to stop but she said she is telling the truth.
704b3b01-9993-4cb8-958e-361b94b4a541,Motherly Love,Bob's mother was very nasty and never made him feel loved.,"In adulthood, he had a hard time trusting women.",He finally married Kate but was unsure about having children.,"When she became pregnant, Bob worried about making a child happy.","When he saw Kate hold the baby, radiating love, his fears dissolved."
f9c06253-c285-4377-a2e2-ba84e249bb71,Online Dating,Tom was having trouble finding girls.,He decided to try online dating.,Nobody really replied to his ads.,Tom was too shy to start a conversation with others.,Online wound up as bad as real life.
8a65609b-7e4e-489b-9d5a-17aed15d2f88,NYC Wedding,My friend Sue's sister got married over the weekend.,"It was her first wedding, at 46.",She is very attractive and we wondered why she took so long.,She ended marrying a very handsome man.,There were many nice FB photos of the wedding.
6d3a7e61-2ee8-4b6a-9715-e7ecfad7123a,The Wedding,Amanda was getting married.,She rushed around and planned all the wedding details.,"When it was all planned, she sat back and enjoyed the fun of it all.",She had a great time at her shower.,SHe couldn't wait to walk down the aisle!
bb64b043-d715-4d17-89d8-75c09c52dc49,Rich or poor,Gina wanted to marry a rich man.,So she frequented a rich neighborhood to attract one.,"While on the subway to get there, she met Matt.","He was poor, but her heart started to beat faster.",She gave up her dream to marry a rich man to marry love instead.
7f724b95-ceae-4aa1-bb68-7543670ac988,Online Dating,Stan wasn't much of a ladies man.,He had never had a girlfriend.,He decided to create an online dating profile.,He met a girl who had the exact same interests as he did.,They fell in love and lived happily forever.
122868a2-b8ff-4154-8278-afc30dfb1a8f,Finally free of abuse,Angelique married her high school sweetheart named Juan.,Juan was always abusive to her and it worsened over the years.,Over the years they had 4 children together despite the abuse of Juan.,Angelique finally got tired of it and decided to leave Juan one night.,Ten years later and Angelique is still free from Juan and his abuse.
8d05cb35-12de-4f74-abf4-090bbd1961b7,Paula's Perfume,Paula was getting ready for a big date.,She met a rich man and was trying to marry him.,She put on her favorite perfume to seduce the man.,The perfume was a success and the guy proposed.,Paula will now live a life of luxury.
127f0212-fdec-496d-9e44-ae05bfed77ef,Relationships,John wanted to have a girlfriend.,He wanted someone he could trust.,He decided to start dating.,He met a great girl.,They began a great relationship together.
696f042e-e02f-4ba6-b23c-6969ee66d14d,Let's Get married,In kindergarten there was a girl who liked all the boys.,One day she chose one she wanted to marry.,She went home and took the bread tie from the bread in her kitchen.,The next day she came with it shaped into a ring.,She forced it onto her chosen's finger and they were wed.
cb5ff92d-75c1-487e-9b20-12ed1eee3925,Mining my diamond.,Max one day met Clara.,"The pair fell in love within weeks, inseparable by anything.",He knew he needed to marry her but wanted to make it special.,"So he went to a mine, and began to work.",Three weeks later he went on one knee and married her.
5b304af6-d883-49f3-b2cb-3524ebc53eab,Counseling,Ina and her boyfriend Tio had been dating for eight years.,"Lately things had been rough, so when he asked her out, she sighed.",She was sure they were going to break up that evening.,"But instead, Tio said he wanted to make things work with Ina!","He said he had already scheduled, and paid for, couples counseling!"
1be1fb9e-90e9-4796-9cc6-bf0f7bcdaf21,The Affair,Dawn was married to her husband for 5 years.,She noticed that he started to act different.,She found out that he is having an affair.,Dawn filed for divorce.,She was happy to move on with her life.
7064d79c-9633-46e9-82cb-aafdbb337445,Suicide,The love of Chad's life had cheated on him.,He got on a bridge and was about ready to jump.,"As he turned his head, Chad noticed a woman about to do the same.",He stopped her from jumping.,"They got coffee later that night, and eventually married."
d20dd379-4b17-4ada-be56-6f6725655d86,Writing on the Bed,The man had a custom made tuxedo in 2000.,He went to two weddings in it between 2000 and 2010.,Another grand daughter was being married in 2015.,He took the tux and flew to the wedding.,"He had to writhe on the bed to snap the pants, his waist was larger."
21ed98d0-4d91-4526-91e5-f5f6087696c5,Pregnancy Test,When Agnes and Allen married they planned to raise a big family.,They tried for many years to conceive.,One day Agnes suspected she was pregnant.,She bought a home pregnancy testing kit.,They both cried when the test came back negative.
792b724d-94ee-46e2-849a-b8afa65dc617,What's Next,Samantha won Miss World Pageant 2015.,She played out her role enthusiastically.,"Going into 2016, she was ready to figure out what is next in her life.",She decided to start looking for a mate.,So she filled out profiles on 10 dating sites.
0a0e542a-fc88-4743-a001-18b708aa851e,Had enough,Suzy was dating this boy Fred.,But all of the sudden she lost interest.,He would talk too much about himself.,So Suzy then thought she had enough.,She decided to dump him.
9e686e7a-a912-466e-9224-16d0db576bee,Hard Life,Mary was behind on her bills.,She applied to get a credit card.,She wanted to pay bills with the credit card.,She was denied for the card.,Marry fell even more behind on her bills.
56941dc2-493a-4b47-86b4-64293f317eee,Best Gift,Tom's parents were divorced.,They tried to compete against each other during his birthday.,They both tried to get him the best gift.,This year his dad got the better one.,Tom decided to stay with him longer because of it.
d48d42a1-b327-433e-af2c-b7949d9cf05a,Norge,"A year after my boyfriend was killed, I met another man.","He was ten years older than me, and from Norway.",We got along very well.,We ended up getting married.,I left him a few years later after he cheated on me.
9e957331-c6a6-4515-aeca-4b4eaa6b5d47,Perry,Perry knew he would have to leave to go back to college soon.,He didn't want to leave because he fell in love with a girl.,"Perry asked the girl if he stayed, would she marry him.",She told him no and that it was just a summer fling.,"Perry was crushed, yet he went back to college with a laser focus."
eb40623e-817a-4992-9fe6-c1e632bab275,Speed dating,Nolan had already talked to five girls that evening.,The next one at the table seemed nicer than the rest.,He made his pitch like he did with the others.,But this new girl laughed at him outright.,Nolan left the speed dating bar wishing he never came.
a7f23d66-d815-4a89-8700-6b0889782285,Digging for Gold,Samantha had just learned that her boyfriend was an investment banker.,She was shocked that he was so rich.,She decided to hatch a plan.,She wanted to be a housewife and set her mission in motion.,She put her plan in place to get him to marry her.
8c445b08-10d3-4e66-aa6a-7ed9c88d52ae,GoldMine,Samantha and Riddick had been dating for a few months.,He still hadn't revealed what his job was.,He was rich and wanted her to like him for him.,"On a sunny day, a Riddick asked Samantha to the park.",He sat her down and told her he was a successful investment banker.
31bff64d-25fb-4fc6-b1ef-45eebe0a4fcd,Piano,Carlos was getting married.,During the wedding he wanted to play a song on the piano for his wife.,But Carlos does not know how to play the piano.,So Carlos learned how to play a piano.,He played his wife favorite song and she loved it.
21baf495-933b-4a81-b895-2c39979b7a81,Home,May and Nic had been married for ten years.,May wanted a home of their own!,"Together they shopped until they found a fixer-upper for $40,000.","Nic could do electrical work, roofing and flooring, and drywall.",So they signed the deed and officially became homeowners!
e87dbf6e-d2c0-4cd7-8cef-dbe4e227c6ac,Lonely Man,Steve is a retired physicist.,He moved into the building recently.,I talked to him over coffee in our club room.,Steve said he was married for over fifty years to his late wife.,I felt sad for him as he left the club room.
512d8ccc-3a04-4b1f-945b-d5bca8edf1cf,Date who?,"As former Miss World, Samantha found herself doing online dating.","Her reign was over, so she had lots of time.",She filled out many dating profiles and got responses.,She soon set up a few dates for the weekend.,"She dressed up in a short dress, sweet perfume and tried her luck."
1d7421ad-143c-4397-91d8-c7e41f1f9bee,New Wardrobe,Jane couldn't afford new clothes.,She started dating an older guy with money.,Jane was offered all new wardrobe.,Jane reluctantly agreed to the offer.,She went on a fun filled shopping spree.
d0aa22b8-5103-4e9a-9d53-27d470f93996,Young Adult Learns Chickens,The young married couple bought five acres on the outskirts of town.,The woman has always wanted chickens.,The man built a chicken coop and fenced an area.,Grandpa asked if they had any gravel.,They did not know that chickens need to eat gravel.
08377f71-7cb8-4ac4-983a-25af9a70c0cc,Deodorant,Tom was dating a nice lady.,"Soon, they were in a relationship together for months.",His girlfriend informed him that he regularly smelled bad.,Tom never wore deodorant before this.,Tom began wearing deodorant to the delight of his girlfriend.
dfe4f794-6dbe-4c51-9af7-2b37aae94dcf,Do It Online!,John decided to try online dating.,John made a profile with his photo and a personal description.,"After about a day, John got a message from another user.",She wanted to know if they could meet up.,"Now, six months later, John and that girl are engaged!"
9bce7c4e-f6d8-45b6-974d-43d547eecdaf,The Online Date,Wade had joined an online dating site.,He was interested in a woman he found.,Wade decided to meet the woman.,Wade met the woman at a cafe.,Wade and the woman began to date.
298f4181-b2a2-4013-bb5a-93fe4752471f,Divorce,Katie found out her husband was cheating on her.,"She tried to make it work, but he wasn't interested.",He took all her money and divorced her.,"A few weeks later, his mistress dumped him.",She is much happier for being rid of him.
9a2dd43e-a697-49db-b61c-19fe1864803d,For Richer or Poorer,"Volunteering for a political campaign, I met an inspirational woman.",She'd been married to an abusive man who provided financial security.,"Divorce freed her spirit, but a nice house was traded for a trailer.","In her struggles, she determined to be a voice for people in poverty.",I was humbled to work for social justice beside this tough woman.
897af88b-126d-491a-a227-b7b0d82a6015,One More,Samantha recently deleted her dating profile.,She just wasn't satisfied with the results.,"One day, she got a ding on her profile.","Surprisingly, one last dating prospect had came through.","Samantha decided to go out with the guy, for one last shot."
1a23a1b8-18e7-4a78-a640-9d01a8db8567,"Child Support, and Trumped Up Harassment Settlements",Fred began dating a woman that seemed fun and outgoing.,"After a year, she got pregnant and they planned were excited.","Soon, Fred found out she made most of her income from child support.","Turns out, fun and outgoing was really an addiction to partying.","Fred wishes he had known this before it was too late, but didn't."
495a4411-0419-4d98-bad5-fed33b0825b7,Spoiled,"Cami's mom married Ani's dad, and the two girls became stepsisters.","Cami, 12, had grown up in a low-income single-parent household.","But Ani, 7, was wealthy and spoiled, so she was very bratty.",At first she hated Cami and was always mean to her!,"But then, finally, the two girls began to become friends."
ac152521-044a-46b4-9e14-91ff9c77eb1f,Marriage,John wanted to start a family.,He thought highly of family values.,He met a great girl.,They fell in love.,They got married.
00cb1c9c-d051-48ca-bee2-8bf055f12da8,Thoughtful Gift,Jim's brother was getting married.,He wanted to give them a special gift.,He made them a wooden locket.,He put a picture of them inside.,Jim's brother was very happy with the gift.
c0187274-7bca-4644-9128-6b1c07028706,The Breakup,Jake and Anna had been dating for five years.,Jake decided to take Anna for a walk.,She thought he was going to propose.,Jake broke up with Anna.,Anna was devastated.
78f9f985-9fea-4576-a51f-811f37c5f793,Against the Odds,Marry wanted to wanted to join the running team at school.,She only had one leg though.,The teachers told her she couldn't do it.,She practiced anyways.,She made the running team.
0f1002f4-1de4-49a1-9625-fa9d023c1b6a,The Wine Tasting,Kim and Brian had been dating for a little while.,One week Brian was trying to surprise Kim with something fun.,He had received an email about a wine tasting that week.,He decided to try to bring Kim to the tasting.,She wound up having an amazing time!
aa00367b-7c9f-45e8-9f52-dbfb460a1260,The Ring,John was very nervous.,The big day had finally come and it was time to pop the question.,"He held her hand, but she didn't know what was going to happen.",John got down on one knee and asked her to marry him.,With tears in her eyes she accepted and they embraced.
7c0ee9be-8341-428a-9b15-5347cf2f9145,The Wedding Speech,Tyler was getting married and expected to give a speech.,He had been struggling to write it all the way up to the big day.,"Now, it was time for the speech and he had nothing prepared.",Instead he decided to speak from the heart.,"Luckily, everyone loved his speech and it all went great."
e5322a4c-eebf-42ec-bd7c-14eeffd42010,3 girlfriends,Justin is a very charismatic man who loves women.,He's not the monogamous type so he likes to date a lot of women.,The women love him so much that they accept his terms.,So for the past 6 years he has dated a lot of women with no problem.,To current date Justin has had 3 girlfriends for 6 years straight.
fa7efbbe-efd9-43d2-a747-bac3f615e79e,Sad Goodbye,Tom found a kitten by the road.,He took it in and took care of it for a while.,Tom tried his best to find it a new home.,It took him days to find someone worthy.,Tom was heartbroken when he let go of it.
463168c6-943d-4a00-8dba-78ff54e4e1c9,Trip,We made plans to go to Nevada.,We wanted to visit my husband's mother.,She was getting married for the second time.,We drove for three days to get there.,"When we arrived, we were devastated to hear the wedding was cancelled."
c1239851-6843-477a-be9f-feba4682fdc1,Falling in Love,Tim's girlfriend found a stray kitty.,Tim told her they couldn't keep it.,It stayed around while they found it a home.,Someone quickly wanted it.,Tim was heartbroken when they finally got rid of it.
5659b821-37e6-421f-a8e8-b6449d72b916,Good First Date,Ken's friends set him up on a date.,The girl was pretty and they hit it off.,They both had similar interests and had good conversations.,Ken asked her for a second date and she agreed.,They kept dating until they got married and had kids.
fee319c3-cb3e-4818-b92b-d8d3a744383d,David Ortiz Bat,My ex coworker Ann recently ended an affair.,"Her lover, Fred, was a married man who dumped her when discovered.",The man asked Ann to be discrete on FB.,"Enraged, Ann posted a photo of a David Ortiz bat she gave him.",Fred's wife saw the post and was infuriated.
63c956bf-d754-4390-b8af-3e10599cd118,The First Fight,Olivia had recently gotten married.,Her husband and her had been enjoying the first few weeks of marriage.,"Unfortunately, they finally had their first fight.",Olivia was really sad until she realized this was the first one.,She lost her focus because she was happy about their milestone.
2c8af83a-d591-4d2c-9943-300f88a664bc,Married Solution,Mary wanted to stop working.,She was tired of working.,She met a man with a lot of money.,She married him.,She never had to work again.
55e12d23-2231-4886-b8a8-b3073cd5f524,Best Man at the wedding,I was getting married.,I had to choose who my best man was.,I got a pen and pencil to organize my thoughts.,I thought hard for an hour.,I then realized I didn't have any friends.
13e9fc82-5532-4664-b6bc-547ff546789d,A Family Wedding,My youngest niece got married last week.,Our family drove out of state to her wedding and reception.,The bride and groom looked so happy in the church.,"At the reception we celebrated, ate dinner and danced.",After that party the bridal couple drove away for their honeymoon.
715cfc02-2d0f-4e7d-890b-dab2a212f448,Stop the wedding,Alicia was marrying Tom today.,She was excited to be his wife.,But all of the sudden someone came rushing in the door.,It was her ex boyfriend.,He begged her not to marry him.
f48708d7-4aec-4553-a031-b6f97bfc3065,New Backpack,Jim got a new backpack for school.,The first day he wore it other kids bullied him.,They took the backpack and threw it in the mud.,Jim was heartbroken.,He cried and cleaned it before his mom found out.
0218976f-30ef-415e-b466-6b37aa83c8cf,Wedding Money,Tyler is getting married in one week.,He is both nervous and excited at the same time.,He spent way too much money on the wedding and is now in debt.,He's happy that he will get a lot of money from his guest though.,He will use most of it to pay off credit cards.
d3837ddb-9b63-4fb9-98d8-9b2808aece0f,Secret Cook,Allen always wanted to know how to cook.,His father thought cooking was for girls so he forbade Allen to cook.,Allen secretly signed up for cooking classes and learned a great deal.,Allen married a person who hated to cook and was horrible at it.,Allen and his partner were glad Allen had defied his father.
bb3ed9b5-94b3-4e4d-848c-277a4dd136b1,Proposal,Lisa found out she was pregnant.,"She told her boyfriend of four months, Carter.",She expected Carter to leave her.,"But to her surprise, Carter vowed to marry her.",Lisa was thrilled with her wonderful man!
ced4641b-30ce-413f-b243-a95107cb3cd5,New Eyeshadow,Tina bought new eye shadow.,She tried it on for a date.,The guy thought it looked silly.,He called her a raccoon under his breath.,Tina was heartbroken and threw the eye shadow away.
ab020838-7c38-4523-b1fb-8f5a52138ba2,Jewish,"Dana had started dating Jon, a Jewish college classmate.",He invited her home for Hanukkah.,"Dana, a Christian, worried that she'd be unwelcome.",But Jon's family was so kind to her.,"She ended up learning a lot about tolerance, and Judaism."
9e473fc1-8c04-4ee5-b7ff-fc23a9ef37eb,The Pasta,George loved to eat Italian food.,He would eat pasta every day.,He started dating a girl that was a great cook.,She made him a great pasta dish.,George ate so much of the pasta he felt sick!
130c17d2-470b-4c43-a154-5f8aa5638c43,Heartbreak,"When Bill found out Sally was pregnant, he asked her to marry him.",She said yes even though she didn't truly love him.,Sally was never that faithful.,"One day, Bill caught her in the act.",He walked out on her for ever.
3a44f82c-2233-45a4-aa8c-8aa0d92d6a2a,Stepmom at 18 years old,Rayana started dating Jake when she 17.,They were so in love and married when she turned 18.,"Shortly after they were married, they discovered Jake had a newborn.",Jake's ex-girlfriend kept her pregnancy a secret the whole time.,Now Rayana is a step mom at just 18 years old.
d267f751-f4eb-49ac-9b57-c85e9805e279,New Mom,Ken lived with his dad.,His first mom had disappeared years ago.,Ken's dad fell in love again.,He wanted to get married to the new woman.,Ken hated the idea of a new mom but went along with it.
fb4df78c-e324-4b34-b6df-21f00469ad9d,New Family,Tom had a wife and kids.,His marriage fell apart.,His kids didn't like him.,He divorced his wife and left his kid.,Tom got a new wife and family.
0fafe95e-f872-4582-9723-8967b1ca476c,Vegas Vacation,Tom went on vacation with his wife.,They went to vegas.,Tom started drinking and gambling.,In hours he lost a lot of money.,His wife divorced him shortly after.
7fb02f28-a7da-45e5-b018-1286ec4788ff,Marriage,Tom wanted to get married.,Tom was gay.,Tom was unable to get married.,Tom was upset.,Tom became depressed.
de86de97-85b9-4d5a-b37e-b841e6b1446b,Blossoming Love,Samantha and Riddick met on an online dating site.,They had been on three dates thus far.,"One night, Riddick planned something for her.","He had a helicopter pick her up, and he ask to start courting her.","She was so happy and impressed, that she said Yes!"
3f13224d-0480-49a2-b6d0-1a853e74b005,Divorce,Cara and Nic were Catholic and did not believe in divorce.,"But after 12 years of marriage, the strain was great on both of them.",They gave it one last chance-they went to counseling.,"There, they spoke to an impartial therapist, who offered novel ideas.",Cara and Nic were able to use his tips to improve their marriage!
1160cad0-a825-404a-8a10-76a1557d2cc5,The Divorce,Tim and Kate had been married for decades.,All their kids were grown ups.,They realized the love had left their marriage long ago.,They both decided it would be best to divorce.,Tim and Kate stayed on amicable terms.
11b30cd0-e8b6-4c6f-89c9-fc97b3892c0c,Prom Date,Nina was going to the prom with Marty.,They had been dating for a year.,Marty broke up with Nina two weeks before the prom.,Nina still wanted to go the prom.,She went to the prom alone.
746de274-cfce-4d22-bf4d-14543a843b1b,When in Rome,Julia went to Rome with a friend for the holidays.,They were looking at a church when a young Italian approached them.,The young man singled out Julia right away.,He complimented her appearance with wide hand gestures.,"And dropping on one knee, he asked her to marry him for no reason."
